dataset,model,family,roc_auc,precision,recall,f1,fit_seconds,score_seconds,train_size,test_size,n_features,contamination,error
local_density_bridge,OptimizedNSA,optimization,1.0,0.5,1.0,0.666667,0.008997,0.000486,300,300,2,0.266667,
local_density_bridge,FtNSA,feature/self-space,1.0,0.457143,1.0,0.627451,0.001821,0.000466,300,300,2,0.266667,
local_density_bridge,IVRNSA,variable-radius,1.0,0.496894,1.0,0.6639,0.004467,0.000616,300,300,2,0.266667,
local_density_bridge,CBNSA,clustering,1.0,0.5,1.0,0.666667,0.017672,0.000501,300,300,2,0.266667,
local_density_bridge,PRR2NSA,clustering,1.0,0.5,1.0,0.666667,0.017448,0.000632,300,300,2,0.266667,
local_density_bridge,DENSA,density,1.0,0.503145,1.0,0.669456,0.004517,0.000474,300,300,2,0.266667,
local_density_bridge,AntigenNSA,density,1.0,0.503145,1.0,0.669456,0.004268,0.000652,300,300,2,0.266667,
local_density_bridge,NSADE,optimization,1.0,0.503145,1.0,0.669456,0.005205,0.000531,300,300,2,0.266667,
local_density_bridge,NSAPSO,optimization,1.0,0.503145,1.0,0.669456,0.006323,0.000529,300,300,2,0.266667,
local_density_bridge,IORNSA,optimization,1.0,0.503145,1.0,0.669456,0.005725,0.000519,300,300,2,0.266667,
local_density_bridge,BIORVNSA,inhibition,1.0,0.503145,1.0,0.669456,0.004509,0.000529,300,300,2,0.266667,
local_density_bridge,HNSAIDSA,hybrid,1.0,0.503145,1.0,0.669456,0.001368,0.00058,300,300,2,0.266667,
local_density_bridge,NSAII,hybrid,1.0,0.503145,1.0,0.669456,0.001399,0.000528,300,300,2,0.266667,
local_density_bridge,OALFBNSA,online/feedback,1.0,0.503145,1.0,0.669456,0.001329,0.000503,300,300,2,0.266667,
local_density_bridge,FBNSA,online/feedback,1.0,0.503145,1.0,0.669456,0.001392,0.0005,300,300,2,0.266667,
local_density_bridge,MNSA,ensemble,0.995057,0.944444,0.6375,0.761194,0.004122,0.001421,300,300,2,0.266667,
local_density_bridge,NSNAD,feature-subspace,1.0,0.503145,1.0,0.669456,0.001358,0.000466,300,300,2,0.266667,
local_density_bridge,RENNSA,reduced-overlap,1.0,0.503145,1.0,0.669456,0.001728,0.000458,300,300,2,0.266667,
local_density_bridge,AINSA,adaptive,1.0,0.503145,1.0,0.669456,0.005449,0.000537,300,300,2,0.266667,
local_density_bridge,ODNSA,optimization,1.0,0.503145,1.0,0.669456,0.006141,0.000534,300,300,2,0.266667,
local_density_bridge,CNSA,clustering,1.0,0.5,1.0,0.666667,0.021596,0.000484,300,300,2,0.266667,
local_density_bridge,VORNSA,vectorized,1.0,0.503145,1.0,0.669456,0.001354,0.000459,300,300,2,0.266667,
high_dimensional_blobs,BinaryNSA,binary/string,0.991276,0.939759,0.975,0.957055,0.004055,0.004361,300,320,10,0.25,
high_dimensional_blobs,RNSA,real-valued,1.0,0.56338,1.0,0.720721,0.003243,0.001179,300,320,10,0.25,
high_dimensional_blobs,RRNSA,real-valued,1.0,0.56338,1.0,0.720721,0.003175,0.001296,300,320,10,0.25,
high_dimensional_blobs,VDetector,v-detector,1.0,0.56338,1.0,0.720721,0.003247,0.00136,300,320,10,0.25,
high_dimensional_blobs,GridNSA,grid/matrix,1.0,0.551724,1.0,0.711111,0.001723,0.001471,300,320,10,0.25,
high_dimensional_blobs,GFRNSA,grid/matrix,1.0,0.519481,1.0,0.683761,0.001566,0.001493,300,320,10,0.25,
high_dimensional_blobs,MatrixNSA,grid/matrix,1.0,0.606061,1.0,0.754717,0.00152,0.001471,300,320,10,0.25,
high_dimensional_blobs,ANSA,adaptive,1.0,0.555556,1.0,0.714286,0.005801,0.001472,300,320,10,0.25,
high_dimensional_blobs,EvoSeedRNSA,optimization,1.0,0.559441,1.0,0.717489,0.023108,0.0016,300,320,10,0.25,
high_dimensional_blobs,ORNSA,boundary-aware,1.0,0.490798,1.0,0.658436,0.003589,0.001542,300,320,10,0.25,
high_dimensional_blobs,OptimizedNSA,optimization,1.0,0.56338,1.0,0.720721,0.024771,0.001408,300,320,10,0.25,
high_dimensional_blobs,FtNSA,feature/self-space,1.0,0.493827,1.0,0.661157,0.003841,0.001401,300,320,10,0.25,
high_dimensional_blobs,IVRNSA,variable-radius,1.0,0.559441,1.0,0.717489,0.004534,0.001297,300,320,10,0.25,
high_dimensional_blobs,CBNSA,clustering,1.0,0.559441,1.0,0.717489,0.01973,0.001296,300,320,10,0.25,
high_dimensional_blobs,PRR2NSA,clustering,1.0,0.56338,1.0,0.720721,0.018669,0.001205,300,320,10,0.25,
high_dimensional_blobs,DENSA,density,1.0,0.56338,1.0,0.720721,0.007493,0.001119,300,320,10,0.25,
high_dimensional_blobs,AntigenNSA,density,1.0,0.56338,1.0,0.720721,0.007358,0.001113,300,320,10,0.25,
high_dimensional_blobs,NSADE,optimization,1.0,0.559441,1.0,0.717489,0.022086,0.00129,300,320,10,0.25,
high_dimensional_blobs,NSAPSO,optimization,1.0,0.56338,1.0,0.720721,0.026735,0.001297,300,320,10,0.25,
high_dimensional_blobs,IORNSA,optimization,1.0,0.56338,1.0,0.720721,0.02339,0.001375,300,320,10,0.25,
high_dimensional_blobs,BIORVNSA,inhibition,1.0,0.56338,1.0,0.720721,0.004374,0.001208,300,320,10,0.25,
high_dimensional_blobs,HNSAIDSA,hybrid,1.0,0.56338,1.0,0.720721,0.003147,0.001276,300,320,10,0.25,
high_dimensional_blobs,NSAII,hybrid,1.0,0.559441,1.0,0.717489,0.003263,0.001397,300,320,10,0.25,
high_dimensional_blobs,OALFBNSA,online/feedback,1.0,0.56338,1.0,0.720721,0.003053,0.001256,300,320,10,0.25,
high_dimensional_blobs,FBNSA,online/feedback,1.0,0.559441,1.0,0.717489,0.003202,0.001314,300,320,10,0.25,
high_dimensional_blobs,MNSA,ensemble,1.0,1.0,1.0,1.0,0.009005,0.003873,300,320,10,0.25,
high_dimensional_blobs,NSNAD,feature-subspace,1.0,0.592593,1.0,0.744186,0.003113,0.001204,300,320,10,0.25,
high_dimensional_blobs,RENNSA,reduced-overlap,1.0,0.56338,1.0,0.720721,0.003694,0.001305,300,320,10,0.25,
high_dimensional_blobs,AINSA,adaptive,1.0,0.559441,1.0,0.717489,0.023323,0.001201,300,320,10,0.25,
high_dimensional_blobs,ODNSA,optimization,1.0,0.56338,1.0,0.720721,0.023917,0.00164,300,320,10,0.25,
high_dimensional_blobs,CNSA,clustering,1.0,0.56338,1.0,0.720721,0.040881,0.001244,300,320,10,0.25,
high_dimensional_blobs,VORNSA,vectorized,1.0,0.56338,1.0,0.720721,0.003073,0.001291,300,320,10,0.25,
sparse_high_dimensional,BinaryNSA,binary/string,0.585547,0.380952,0.1,0.158416,0.004351,0.004319,300,320,20,0.25,
sparse_high_dimensional,RNSA,real-valued,1.0,0.547945,1.0,0.707965,0.008474,0.005519,300,320,20,0.25,
sparse_high_dimensional,RRNSA,real-valued,1.0,0.547945,1.0,0.707965,0.014795,0.004538,300,320,20,0.25,
sparse_high_dimensional,VDetector,v-detector,1.0,0.540541,1.0,0.701754,0.009047,0.00455,300,320,20,0.25,
sparse_high_dimensional,GridNSA,grid/matrix,0.996276,0.25,1.0,0.4,0.00751,0.007702,300,320,20,0.25,
sparse_high_dimensional,GFRNSA,grid/matrix,0.995729,0.25,1.0,0.4,0.005769,0.005779,300,320,20,0.25,
sparse_high_dimensional,MatrixNSA,grid/matrix,0.99638,0.25,1.0,0.4,0.005928,0.006028,300,320,20,0.25,
sparse_high_dimensional,ANSA,adaptive,1.0,0.529801,1.0,0.692641,0.058928,0.00485,300,320,20,0.25,
sparse_high_dimensional,EvoSeedRNSA,optimization,1.0,0.526316,1.0,0.689655,0.036276,0.005528,300,320,20,0.25,
sparse_high_dimensional,ORNSA,boundary-aware,1.0,0.470588,1.0,0.64,0.010074,0.004664,300,320,20,0.25,
sparse_high_dimensional,OptimizedNSA,optimization,1.0,0.533333,1.0,0.695652,0.038487,0.004849,300,320,20,0.25,
sparse_high_dimensional,FtNSA,feature/self-space,1.0,0.496894,1.0,0.6639,0.010907,0.004777,300,320,20,0.25,
sparse_high_dimensional,IVRNSA,variable-radius,1.0,0.547945,1.0,0.707965,0.009482,0.004814,300,320,20,0.25,
sparse_high_dimensional,CBNSA,clustering,1.0,0.467836,1.0,0.63745,0.025378,0.004861,300,320,20,0.25,
sparse_high_dimensional,PRR2NSA,clustering,1.0,0.481928,1.0,0.650407,0.025643,0.004481,300,320,20,0.25,
sparse_high_dimensional,DENSA,density,1.0,0.533333,1.0,0.695652,0.057704,0.005261,300,320,20,0.25,
sparse_high_dimensional,AntigenNSA,density,1.0,0.533333,1.0,0.695652,0.05808,0.004428,300,320,20,0.25,
sparse_high_dimensional,NSADE,optimization,1.0,0.533333,1.0,0.695652,0.037307,0.004441,300,320,20,0.25,
sparse_high_dimensional,NSAPSO,optimization,1.0,0.526316,1.0,0.689655,0.040087,0.004552,300,320,20,0.25,
sparse_high_dimensional,IORNSA,optimization,1.0,0.544218,1.0,0.704846,0.036806,0.004466,300,320,20,0.25,
sparse_high_dimensional,BIORVNSA,inhibition,1.0,0.533333,1.0,0.695652,0.008163,0.005025,300,320,20,0.25,
sparse_high_dimensional,HNSAIDSA,hybrid,1.0,0.536913,1.0,0.69869,0.009677,0.005103,300,320,20,0.25,
sparse_high_dimensional,NSAII,hybrid,1.0,0.522876,1.0,0.686695,0.008978,0.004782,300,320,20,0.25,
sparse_high_dimensional,OALFBNSA,online/feedback,1.0,0.526316,1.0,0.689655,0.008281,0.004702,300,320,20,0.25,
sparse_high_dimensional,FBNSA,online/feedback,1.0,0.529801,1.0,0.692641,0.008693,0.00448,300,320,20,0.25,
sparse_high_dimensional,MNSA,ensemble,1.0,1.0,0.9875,0.993711,0.030624,0.015282,300,320,20,0.25,
sparse_high_dimensional,NSNAD,feature-subspace,0.992031,0.534247,0.975,0.690265,0.00549,0.002298,300,320,20,0.25,
sparse_high_dimensional,RENNSA,reduced-overlap,1.0,0.547945,1.0,0.707965,0.008181,0.004349,300,320,20,0.25,
sparse_high_dimensional,AINSA,adaptive,1.0,0.533333,1.0,0.695652,0.035107,0.00528,300,320,20,0.25,
sparse_high_dimensional,ODNSA,optimization,1.0,0.547945,1.0,0.707965,0.03867,0.004698,300,320,20,0.25,
sparse_high_dimensional,CNSA,clustering,1.0,0.481928,1.0,0.650407,0.053313,0.004386,300,320,20,0.25,
sparse_high_dimensional,VORNSA,vectorized,1.0,0.547945,1.0,0.707965,0.007868,0.004639,300,320,20,0.25,
correlated_gaussian,BinaryNSA,binary/string,1.0,0.576471,1.0,0.731343,0.004011,0.004025,300,289,2,0.16955,
correlated_gaussian,RNSA,real-valued,0.998129,0.597561,1.0,0.748092,0.001641,0.000632,300,289,2,0.16955,
correlated_gaussian,RRNSA,real-valued,0.998129,0.597561,1.0,0.748092,0.001509,0.000494,300,289,2,0.16955,
correlated_gaussian,VDetector,v-detector,0.998639,0.597561,1.0,0.748092,0.001466,0.000468,300,289,2,0.16955,
correlated_gaussian,GridNSA,grid/matrix,0.837032,0.882353,0.612245,0.722892,0.000656,0.000432,300,289,2,0.16955,
correlated_gaussian,GFRNSA,grid/matrix,0.875723,0.882353,0.612245,0.722892,0.00071,0.000536,300,289,2,0.16955,
correlated_gaussian,MatrixNSA,grid/matrix,0.790859,0.642857,0.734694,0.685714,0.000666,0.000469,300,289,2,0.16955,
correlated_gaussian,ANSA,adaptive,0.998639,0.597561,1.0,0.748092,0.003862,0.000501,300,289,2,0.16955,
correlated_gaussian,EvoSeedRNSA,optimization,0.998639,0.597561,1.0,0.748092,0.005789,0.000516,300,289,2,0.16955,
correlated_gaussian,ORNSA,boundary-aware,0.994813,0.475728,1.0,0.644737,0.001916,0.000499,300,289,2,0.16955,
correlated_gaussian,OptimizedNSA,optimization,0.996854,0.590361,1.0,0.742424,0.009233,0.000533,300,289,2,0.16955,
correlated_gaussian,FtNSA,feature/self-space,0.993707,0.475728,1.0,0.644737,0.001856,0.000493,300,289,2,0.16955,
correlated_gaussian,IVRNSA,variable-radius,0.997534,0.590361,1.0,0.742424,0.004757,0.000498,300,289,2,0.16955,
correlated_gaussian,CBNSA,clustering,0.998895,0.597561,1.0,0.748092,0.020808,0.000491,300,289,2,0.16955,
correlated_gaussian,PRR2NSA,clustering,0.998895,0.597561,1.0,0.748092,0.017526,0.000703,300,289,2,0.16955,
correlated_gaussian,DENSA,density,0.998469,0.597561,1.0,0.748092,0.00436,0.000498,300,289,2,0.16955,
correlated_gaussian,AntigenNSA,density,0.998469,0.597561,1.0,0.748092,0.004113,0.000478,300,289,2,0.16955,
correlated_gaussian,NSADE,optimization,0.998129,0.597561,1.0,0.748092,0.005855,0.000502,300,289,2,0.16955,
correlated_gaussian,NSAPSO,optimization,0.998639,0.597561,1.0,0.748092,0.006722,0.000533,300,289,2,0.16955,
correlated_gaussian,IORNSA,optimization,0.998214,0.597561,1.0,0.748092,0.005724,0.000639,300,289,2,0.16955,
correlated_gaussian,BIORVNSA,inhibition,0.998129,0.590361,1.0,0.742424,0.004699,0.000497,300,289,2,0.16955,
correlated_gaussian,HNSAIDSA,hybrid,0.998469,0.597561,1.0,0.748092,0.001357,0.000483,300,289,2,0.16955,
correlated_gaussian,NSAII,hybrid,0.998554,0.597561,1.0,0.748092,0.00135,0.000492,300,289,2,0.16955,
correlated_gaussian,OALFBNSA,online/feedback,0.998639,0.597561,1.0,0.748092,0.001581,0.000511,300,289,2,0.16955,
correlated_gaussian,FBNSA,online/feedback,0.998639,0.597561,1.0,0.748092,0.001499,0.000497,300,289,2,0.16955,
correlated_gaussian,MNSA,ensemble,0.993367,0.909091,0.612245,0.731707,0.004389,0.001847,300,289,2,0.16955,
correlated_gaussian,NSNAD,feature-subspace,0.998639,0.597561,1.0,0.748092,0.001607,0.000507,300,289,2,0.16955,
correlated_gaussian,RENNSA,reduced-overlap,0.998129,0.597561,1.0,0.748092,0.002054,0.000526,300,289,2,0.16955,
correlated_gaussian,AINSA,adaptive,0.998299,0.597561,1.0,0.748092,0.007424,0.000517,300,289,2,0.16955,
correlated_gaussian,ODNSA,optimization,0.998129,0.597561,1.0,0.748092,0.007309,0.000474,300,289,2,0.16955,
correlated_gaussian,CNSA,clustering,0.998895,0.597561,1.0,0.748092,0.023799,0.000607,300,289,2,0.16955,
correlated_gaussian,VORNSA,vectorized,0.998129,0.597561,1.0,0.748092,0.001423,0.000496,300,289,2,0.16955,
line_manifold,BinaryNSA,binary/string,0.930859,0.985714,0.8625,0.92,0.003829,0.004114,300,320,2,0.25,
line_manifold,RNSA,real-valued,1.0,0.592593,1.0,0.744186,0.001736,0.000558,300,320,2,0.25,
line_manifold,RRNSA,real-valued,1.0,0.592593,1.0,0.744186,0.00148,0.000512,300,320,2,0.25,
line_manifold,VDetector,v-detector,1.0,0.592593,1.0,0.744186,0.001425,0.000508,300,320,2,0.25,
line_manifold,GridNSA,grid/matrix,0.810052,0.833333,0.375,0.517241,0.000791,0.000483,300,320,2,0.25,
line_manifold,GFRNSA,grid/matrix,0.811615,0.833333,0.375,0.517241,0.000773,0.000499,300,320,2,0.25,
line_manifold,MatrixNSA,grid/matrix,0.740964,0.833333,0.375,0.517241,0.000662,0.000509,300,320,2,0.25,
line_manifold,ANSA,adaptive,1.0,0.592593,1.0,0.744186,0.004187,0.000526,300,320,2,0.25,
line_manifold,EvoSeedRNSA,optimization,1.0,0.592593,1.0,0.744186,0.006515,0.000528,300,320,2,0.25,
line_manifold,ORNSA,boundary-aware,1.0,0.496894,1.0,0.6639,0.001887,0.000503,300,320,2,0.25,
line_manifold,OptimizedNSA,optimization,1.0,0.583942,1.0,0.737327,0.009846,0.000529,300,320,2,0.25,
line_manifold,FtNSA,feature/self-space,1.0,0.496894,1.0,0.6639,0.002083,0.00054,300,320,2,0.25,
line_manifold,IVRNSA,variable-radius,1.0,0.588235,1.0,0.740741,0.005234,0.000504,300,320,2,0.25,
line_manifold,CBNSA,clustering,1.0,0.592593,1.0,0.744186,0.019824,0.000544,300,320,2,0.25,
line_manifold,PRR2NSA,clustering,1.0,0.592593,1.0,0.744186,0.020576,0.000533,300,320,2,0.25,
line_manifold,DENSA,density,1.0,0.592593,1.0,0.744186,0.004817,0.000769,300,320,2,0.25,
line_manifold,AntigenNSA,density,1.0,0.592593,1.0,0.744186,0.0047,0.000787,300,320,2,0.25,
line_manifold,NSADE,optimization,1.0,0.592593,1.0,0.744186,0.006878,0.000487,300,320,2,0.25,
line_manifold,NSAPSO,optimization,1.0,0.592593,1.0,0.744186,0.007493,0.000663,300,320,2,0.25,
line_manifold,IORNSA,optimization,1.0,0.592593,1.0,0.744186,0.006522,0.000574,300,320,2,0.25,
line_manifold,BIORVNSA,inhibition,1.0,0.588235,1.0,0.740741,0.005256,0.000613,300,320,2,0.25,
line_manifold,HNSAIDSA,hybrid,1.0,0.592593,1.0,0.744186,0.00153,0.00049,300,320,2,0.25,
line_manifold,NSAII,hybrid,1.0,0.592593,1.0,0.744186,0.001381,0.00049,300,320,2,0.25,
line_manifold,OALFBNSA,online/feedback,1.0,0.592593,1.0,0.744186,0.001366,0.000488,300,320,2,0.25,
line_manifold,FBNSA,online/feedback,1.0,0.592593,1.0,0.744186,0.001851,0.000537,300,320,2,0.25,
line_manifold,MNSA,ensemble,1.0,0.930233,1.0,0.963855,0.004663,0.001643,300,320,2,0.25,
line_manifold,NSNAD,feature-subspace,1.0,0.592593,1.0,0.744186,0.001578,0.000523,300,320,2,0.25,
line_manifold,RENNSA,reduced-overlap,1.0,0.592593,1.0,0.744186,0.001796,0.000661,300,320,2,0.25,
line_manifold,AINSA,adaptive,1.0,0.592593,1.0,0.744186,0.006173,0.000616,300,320,2,0.25,
line_manifold,ODNSA,optimization,1.0,0.592593,1.0,0.744186,0.006949,0.00056,300,320,2,0.25,
line_manifold,CNSA,clustering,1.0,0.592593,1.0,0.744186,0.025916,0.0005,300,320,2,0.25,
line_manifold,VORNSA,vectorized,1.0,0.592593,1.0,0.744186,0.001416,0.00049,300,320,2,0.25,
sine_stripe,BinaryNSA,binary/string,0.904531,0.88,0.825,0.851613,0.003823,0.004586,300,320,2,0.25,
sine_stripe,RNSA,real-valued,1.0,0.571429,1.0,0.727273,0.001758,0.000594,300,320,2,0.25,
sine_stripe,RRNSA,real-valued,1.0,0.571429,1.0,0.727273,0.001623,0.000648,300,320,2,0.25,
sine_stripe,VDetector,v-detector,1.0,0.571429,1.0,0.727273,0.001377,0.000507,300,320,2,0.25,
sine_stripe,GridNSA,grid/matrix,0.773177,0.954545,0.525,0.677419,0.000869,0.000527,300,320,2,0.25,
sine_stripe,GFRNSA,grid/matrix,0.757865,0.954545,0.525,0.677419,0.000745,0.00051,300,320,2,0.25,
sine_stripe,MatrixNSA,grid/matrix,0.759844,0.954545,0.525,0.677419,0.000851,0.000594,300,320,2,0.25,
sine_stripe,ANSA,adaptive,1.0,0.571429,1.0,0.727273,0.003979,0.000521,300,320,2,0.25,
sine_stripe,EvoSeedRNSA,optimization,1.0,0.571429,1.0,0.727273,0.005889,0.00047,300,320,2,0.25,
sine_stripe,ORNSA,boundary-aware,1.0,0.496894,1.0,0.6639,0.001797,0.000455,300,320,2,0.25,
sine_stripe,OptimizedNSA,optimization,1.0,0.555556,1.0,0.714286,0.008911,0.00046,300,320,2,0.25,
sine_stripe,FtNSA,feature/self-space,1.0,0.496894,1.0,0.6639,0.002078,0.000555,300,320,2,0.25,
sine_stripe,IVRNSA,variable-radius,1.0,0.571429,1.0,0.727273,0.004695,0.000524,300,320,2,0.25,
sine_stripe,CBNSA,clustering,1.0,0.571429,1.0,0.727273,0.01959,0.000505,300,320,2,0.25,
sine_stripe,PRR2NSA,clustering,1.0,0.571429,1.0,0.727273,0.018984,0.000746,300,320,2,0.25,
sine_stripe,DENSA,density,1.0,0.571429,1.0,0.727273,0.004341,0.000501,300,320,2,0.25,
sine_stripe,AntigenNSA,density,1.0,0.571429,1.0,0.727273,0.004625,0.000511,300,320,2,0.25,
sine_stripe,NSADE,optimization,1.0,0.571429,1.0,0.727273,0.005741,0.0009,300,320,2,0.25,
sine_stripe,NSAPSO,optimization,1.0,0.571429,1.0,0.727273,0.006678,0.000494,300,320,2,0.25,
sine_stripe,IORNSA,optimization,1.0,0.571429,1.0,0.727273,0.006248,0.000553,300,320,2,0.25,
sine_stripe,BIORVNSA,inhibition,1.0,0.571429,1.0,0.727273,0.004736,0.000659,300,320,2,0.25,
sine_stripe,HNSAIDSA,hybrid,1.0,0.571429,1.0,0.727273,0.001451,0.00067,300,320,2,0.25,
sine_stripe,NSAII,hybrid,1.0,0.571429,1.0,0.727273,0.001543,0.000533,300,320,2,0.25,
sine_stripe,OALFBNSA,online/feedback,1.0,0.571429,1.0,0.727273,0.001415,0.000514,300,320,2,0.25,
sine_stripe,FBNSA,online/feedback,1.0,0.571429,1.0,0.727273,0.00159,0.000509,300,320,2,0.25,
sine_stripe,MNSA,ensemble,0.997917,0.250784,1.0,0.401003,0.005314,0.001611,300,320,2,0.25,
sine_stripe,NSNAD,feature-subspace,1.0,0.571429,1.0,0.727273,0.001869,0.000527,300,320,2,0.25,
sine_stripe,RENNSA,reduced-overlap,1.0,0.571429,1.0,0.727273,0.002052,0.000597,300,320,2,0.25,
sine_stripe,AINSA,adaptive,1.0,0.571429,1.0,0.727273,0.005726,0.000479,300,320,2,0.25,
sine_stripe,ODNSA,optimization,1.0,0.571429,1.0,0.727273,0.005792,0.000463,300,320,2,0.25,
sine_stripe,CNSA,clustering,1.0,0.571429,1.0,0.727273,0.022754,0.000621,300,320,2,0.25,
sine_stripe,VORNSA,vectorized,1.0,0.571429,1.0,0.727273,0.001467,0.000519,300,320,2,0.25,
s_curve_3d,BinaryNSA,binary/string,0.877526,0.759494,0.75,0.754717,0.003855,0.004572,300,320,3,0.25,
s_curve_3d,RNSA,real-valued,1.0,0.645161,1.0,0.784314,0.001802,0.000627,300,320,3,0.25,
s_curve_3d,RRNSA,real-valued,1.0,0.645161,1.0,0.784314,0.001685,0.000581,300,320,3,0.25,
s_curve_3d,VDetector,v-detector,1.0,0.64,1.0,0.780488,0.001868,0.000676,300,320,3,0.25,
s_curve_3d,GridNSA,grid/matrix,0.989063,0.963855,1.0,0.981595,0.001115,0.000758,300,320,3,0.25,
s_curve_3d,GFRNSA,grid/matrix,0.996042,0.661157,1.0,0.79602,0.000941,0.000768,300,320,3,0.25,
s_curve_3d,MatrixNSA,grid/matrix,0.999948,0.689655,1.0,0.816327,0.000868,0.000757,300,320,3,0.25,
s_curve_3d,ANSA,adaptive,1.0,0.64,1.0,0.780488,0.003959,0.000603,300,320,3,0.25,
s_curve_3d,EvoSeedRNSA,optimization,1.0,0.64,1.0,0.780488,0.006865,0.00066,300,320,3,0.25,
s_curve_3d,ORNSA,boundary-aware,0.99974,0.516129,1.0,0.680851,0.002177,0.000619,300,320,3,0.25,
s_curve_3d,OptimizedNSA,optimization,1.0,0.629921,1.0,0.772947,0.009834,0.000718,300,320,3,0.25,
s_curve_3d,FtNSA,feature/self-space,0.999844,0.519481,1.0,0.683761,0.002017,0.000635,300,320,3,0.25,
s_curve_3d,IVRNSA,variable-radius,1.0,0.64,1.0,0.780488,0.003282,0.000595,300,320,3,0.25,
s_curve_3d,CBNSA,clustering,1.0,0.615385,1.0,0.761905,0.019042,0.000641,300,320,3,0.25,
s_curve_3d,PRR2NSA,clustering,1.0,0.629921,1.0,0.772947,0.018884,0.00055,300,320,3,0.25,
s_curve_3d,DENSA,density,1.0,0.64,1.0,0.780488,0.004607,0.000614,300,320,3,0.25,
s_curve_3d,AntigenNSA,density,1.0,0.634921,1.0,0.776699,0.004411,0.000593,300,320,3,0.25,
s_curve_3d,NSADE,optimization,1.0,0.645161,1.0,0.784314,0.006607,0.000605,300,320,3,0.25,
s_curve_3d,NSAPSO,optimization,1.0,0.645161,1.0,0.784314,0.007758,0.000599,300,320,3,0.25,
s_curve_3d,IORNSA,optimization,1.0,0.645161,1.0,0.784314,0.006924,0.000608,300,320,3,0.25,
s_curve_3d,BIORVNSA,inhibition,1.0,0.64,1.0,0.780488,0.003997,0.000597,300,320,3,0.25,
s_curve_3d,HNSAIDSA,hybrid,1.0,0.634921,1.0,0.776699,0.001501,0.000599,300,320,3,0.25,
s_curve_3d,NSAII,hybrid,1.0,0.634921,1.0,0.776699,0.001502,0.000594,300,320,3,0.25,
s_curve_3d,OALFBNSA,online/feedback,1.0,0.634921,1.0,0.776699,0.001511,0.000592,300,320,3,0.25,
s_curve_3d,FBNSA,online/feedback,1.0,0.645161,1.0,0.784314,0.001592,0.00059,300,320,3,0.25,
s_curve_3d,MNSA,ensemble,1.0,1.0,1.0,1.0,0.004999,0.002026,300,320,3,0.25,
s_curve_3d,NSNAD,feature-subspace,1.0,0.634921,1.0,0.776699,0.001592,0.000611,300,320,3,0.25,
s_curve_3d,RENNSA,reduced-overlap,1.0,0.645161,1.0,0.784314,0.001874,0.000594,300,320,3,0.25,
s_curve_3d,AINSA,adaptive,1.0,0.645161,1.0,0.784314,0.007031,0.000642,300,320,3,0.25,
s_curve_3d,ODNSA,optimization,1.0,0.645161,1.0,0.784314,0.007234,0.000614,300,320,3,0.25,
s_curve_3d,CNSA,clustering,1.0,0.625,1.0,0.769231,0.024163,0.000718,300,320,3,0.25,
s_curve_3d,VORNSA,vectorized,1.0,0.645161,1.0,0.784314,0.001573,0.000597,300,320,3,0.25,
mixed_scale,BinaryNSA,binary/string,0.31849,0.052632,0.025,0.033898,0.00396,0.004497,300,320,4,0.25,
mixed_scale,RNSA,real-valued,0.996771,0.57971,1.0,0.733945,0.002099,0.000702,300,320,4,0.25,
mixed_scale,RRNSA,real-valued,0.996771,0.57971,1.0,0.733945,0.00193,0.000625,300,320,4,0.25,
mixed_scale,VDetector,v-detector,0.996563,0.57971,1.0,0.733945,0.001762,0.000613,300,320,4,0.25,
mixed_scale,GridNSA,grid/matrix,0.991068,0.519481,1.0,0.683761,0.001136,0.000855,300,320,4,0.25,
mixed_scale,GFRNSA,grid/matrix,0.989479,0.57971,1.0,0.733945,0.00117,0.001211,300,320,4,0.25,
mixed_scale,MatrixNSA,grid/matrix,0.993906,0.47619,1.0,0.645161,0.00119,0.000954,300,320,4,0.25,
mixed_scale,ANSA,adaptive,0.997188,0.57971,1.0,0.733945,0.00409,0.000816,300,320,4,0.25,
mixed_scale,EvoSeedRNSA,optimization,0.996302,0.57971,1.0,0.733945,0.008504,0.000695,300,320,4,0.25,
mixed_scale,ORNSA,boundary-aware,0.999635,0.473373,1.0,0.64257,0.002411,0.000697,300,320,4,0.25,
mixed_scale,OptimizedNSA,optimization,0.996979,0.57971,1.0,0.733945,0.01122,0.000692,300,320,4,0.25,
mixed_scale,FtNSA,feature/self-space,0.999427,0.481928,1.0,0.650407,0.0023,0.000777,300,320,4,0.25,
mixed_scale,IVRNSA,variable-radius,0.995833,0.57554,1.0,0.730594,0.004501,0.000745,300,320,4,0.25,
mixed_scale,CBNSA,clustering,0.991875,0.544218,1.0,0.704846,0.023012,0.000744,300,320,4,0.25,
mixed_scale,PRR2NSA,clustering,0.993698,0.559441,1.0,0.717489,0.020302,0.000777,300,320,4,0.25,
mixed_scale,DENSA,density,0.996458,0.57554,1.0,0.730594,0.005078,0.000767,300,320,4,0.25,
mixed_scale,AntigenNSA,density,0.996979,0.57971,1.0,0.733945,0.004989,0.000756,300,320,4,0.25,
mixed_scale,NSADE,optimization,0.996667,0.57971,1.0,0.733945,0.008619,0.000712,300,320,4,0.25,
mixed_scale,NSAPSO,optimization,0.996406,0.57971,1.0,0.733945,0.009742,0.000775,300,320,4,0.25,
mixed_scale,IORNSA,optimization,0.997135,0.57971,1.0,0.733945,0.008485,0.000879,300,320,4,0.25,
